|Município|data_ref|Code|Cidades|0 a 14 anos|15 a 29 anos|30 a 59 anos|60+ anos|Masculino|Feminino|Pop_Total|Atendimentos_valor_medio|Psi_valor_medio|Psi_privado_valor_medio|Atendimentos_qtd_media|Psi_qtd_media|Psi_privado_qtd_media|Profissionais_Publicos|Profissionais_Privados|Profissionais_Total|Estabelecimentos_Publicos|Estabelecimentos_Privados|Estabelecimentos_Total_x|Estabelecimentos_Psi|Estabelecimentos_Atend|Estabelecimentos_Total_y|Contribuição para o PIB estadual %|PIB (mil R$)|Assalariados|Renda média em Salários mínimos|Renda média (R$)
9982|352710 Lins|2005|352710|Lins|15549|18338|27345|9085|34119|36198|70317|218029.47|468.73||67607.67|62.08|||||23.0|128.0|151.0|142.0|149.0|151.0|0.15|1114048.628|||
9983|352720 Lorena|2005|352720|Lorena|20205|22374|30970|8572|39842|42279|82121|154630.39|2701.92||102740.25|372.42|||||18.0|95.0|113.0|105.0|113.0|113.0|0.13|957597.876|||
9984|352725 Lourdes|2005|352725|Lourdes|466|502|868|279|1093|1022|2115|53.34|6.29||1333.92|0.83|||||3.0|0.0|3.0|2.0|2.0|3.0|0.0|16867.689|||
9985|352730 Louveira|2005|352730|Louveira|8265|9687|11233|2290|15943|15532|31475|36427.49|566.25||16625.08|75.0|||||4.0|3.0|7.0|5.0|6.0|7.0|0.21|1535773.182|||
9986|352740 Lucélia|2005|352740|Lucélia|4284|5129|7584|2555|10217|9335|19552|113620.59|||28569.67||||||3.0|6.0|9.0|9.0|9.0|9.0|0.02|126528.712|||
9987|352750 Lucianópolis|2005|352750|Lucianópolis|532|612|837|271|1151|1101|2252|308.57|||2594.5||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|17773.2|||
9988|352760 Luís Antônio|2005|352760|Luís Antônio|2777|2765|3348|627|4863|4654|9517|7088.37|512.77||7212.5|67.92|||||3.0|4.0|7.0|6.0|7.0|7.0|0.08|604683.956|||
9989|352770 Luiziânia|2005|352770|Luiziânia|1154|1288|1700|629|2429|2342|4771|1752.98|||1461.67||||||4.0|1.0|5.0|5.0|5.0|5.0|0.0|27769.267|||
9990|352780 Lupércio|2005|352780|Lupércio|1172|1180|1567|469|2174|2214|4388|13353.66|||9635.92||||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|24077.354|||
9991|352790 Lutécia|2005|352790|Lutécia|667|735|1071|390|1436|1427|2863|1442.69|||3140.0||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|26368.863|||
9992|352800 Macatuba|2005|352800|Macatuba|4212|4519|6026|1610|8209|8158|16367|33233.52|804.39||32495.67|109.83|||||5.0|2.0|7.0|5.0|7.0|7.0|0.02|114445.615|||
9993|352810 Macaubal|2005|352810|Macaubal|1540|1875|3080|1200|3903|3792|7695|7664.59|0.0||5318.33|0.0|||||2.0|4.0|6.0|4.0|6.0|6.0|0.01|50112.315|||
9994|352820 Macedônia|2005|352820|Macedônia|779|926|1539|548|1911|1881|3792|550.38|||4679.17||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|29127.711|||
9995|352830 Magda|2005|352830|Magda|673|825|1386|494|1734|1644|3378|1007.63|||2879.42||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|26349.005|||
9996|352840 Mairinque|2005|352840|Mairinque|11361|11698|16102|3421|21248|21334|42582|80318.84|1614.27||28288.0|213.92|||||21.0|6.0|27.0|21.0|25.0|27.0|0.12|875323.678|||
9997|352850 Mairiporã|2005|352850|Mairiporã|18579|20112|28033|5816|36532|36008|72540|174613.6|3915.61||68808.25|542.83|||||10.0|4.0|14.0|10.0|13.0|14.0|0.08|609444.984|||
9998|352860 Manduri|2005|352860|Manduri|2129|2287|3326|1094|4465|4371|8836|8391.29|||7724.92||||||4.0|7.0|11.0|10.0|10.0|11.0|0.01|52825.713|||
9999|352870 Marabá Paulista|2005|352870|Marabá Paulista|1044|1344|1544|441|2501|1872|4373|106.67|||3677.25||||||3.0|0.0|3.0|3.0|3.0|3.0|0.0|35444.01|||
10000|352880 Maracaí|2005|352880|Maracaí|3185|3643|5217|1419|6811|6653|13464|40937.94|906.0||25877.17|120.0|||||7.0|2.0|9.0|7.0|8.0|9.0|0.03|187061.446|||
10001|352885 Marapoama|2005|352885|Marapoama|519|661|1003|314|1266|1231|2497|195.46|1.14||1580.83|0.42|||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|32605.986|||
10002|352890 Mariápolis|2005|352890|Mariápolis|922|1007|1466|576|2051|1920|3971|684.37|||3454.0||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|18173.019|||
10003|352900 Marília|2005|352900|Marília|48365|55709|83390|24579|103086|108957|212043|1904962.29|11269.0||273362.58|1492.58|||||57.0|124.0|181.0|156.0|179.0|181.0|0.34|2492845.474|||
10004|352910 Marinópolis|2005|352910|Marinópolis|488|536|915|260|1120|1079|2199|1029.9|2.51||3794.67|0.92|||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|14138.464|||
10005|352920 Martinópolis|2005|352920|Martinópolis|5500|6289|9135|2910|12277|11557|23834|77911.94|593.93||43031.75|78.67|||||9.0|2.0|11.0|9.0|11.0|11.0|0.02|157960.044|||
10006|352930 Matão|2005|352930|Matão|17452|21203|29929|7422|37837|38169|76006|88319.61|271.17||57322.67|35.92|||||17.0|1.0|18.0|13.0|17.0|18.0|0.19|1380219.35|||
10007|352940 Mauá|2005|352940|Mauá|105811|115914|151648|26586|196385|203574|399959|901692.52|9265.11||368463.58|1227.17|||||36.0|105.0|141.0|121.0|138.0|141.0|0.74|5524969.37|||
10008|352950 Mendonça|2005|352950|Mendonça|865|1117|1680|649|2214|2097|4311|391.0|||3876.42||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|28452.139|||
10009|352960 Meridiano|2005|352960|Meridiano|842|1021|1571|589|2011|2012|4023|1579.27|5.25||5715.08|1.92|||||2.0|0.0|2.0|2.0|2.0|2.0|0.01|41956.313|||
10010|352965 Mesópolis|2005|352965|Mesópolis|472|462|748|266|997|951|1948|1575.19|34.25||4232.58|12.5|||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|14611.982|||
10011|352970 Miguelópolis|2005|352970|Miguelópolis|5278|5523|7509|1889|10157|10042|20199|15468.24|424.54||20438.33|67.17|||||5.0|7.0|12.0|12.0|12.0|12.0|0.05|355304.026|||
10012|352980 Mineiros do Tietê|2005|352980|Mineiros do Tietê|3004|3233|4453|1304|6014|5980|11994|1745.63|||5328.25||||||3.0|1.0|4.0|3.0|4.0|4.0|0.01|75023.098|||
10013|353000 Mira Estrela|2005|353000|Mira Estrela|568|657|1180|367|1406|1366|2772|513.15|||6026.42||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|19933.121|||
10014|352990 Miracatu|2005|352990|Miracatu|6625|5833|7366|2094|11208|10710|21918|26109.2|687.1||20445.83|91.75|||||7.0|1.0|8.0|8.0|8.0|8.0|0.02|171891.841|||
10015|353010 Mirandópolis|2005|353010|Mirandópolis|5216|7338|11212|3563|14720|12609|27329|40877.12|556.18||9714.58|73.67|||||17.0|7.0|24.0|22.0|22.0|24.0|0.03|186535.258|||
10016|353020 Mirante do Paranapanema|2005|353020|Mirante do Paranapanema|4063|4329|6370|2257|8647|8372|17019|9257.2|686.42||21916.33|90.92|||||8.0|4.0|12.0|11.0|12.0|12.0|0.01|86214.216|||
10017|353030 Mirassol|2005|353030|Mirassol|11373|13531|21221|6173|25727|26571|52298|34990.0|1801.24||30358.17|239.58|||||7.0|27.0|34.0|18.0|33.0|34.0|0.07|510848.034|||
10018|353040 Mirassolândia|2005|353040|Mirassolândia|946|1039|1575|558|2115|2003|4118|1149.0|||4154.17||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|29937.648|||
10019|353050 Mococa|2005|353050|Mococa|15477|18006|26099|7809|33786|33605|67391|92267.81|3747.32||59665.25|496.33|||||22.0|91.0|113.0|76.0|111.0|113.0|0.09|704011.686|||
10020|353060 Mogi das Cruzes|2005|353060|Mogi das Cruzes|96778|101151|138326|31889|180318|187826|368144|1725724.15|6638.29||288377.25|885.08|||||44.0|112.0|156.0|107.0|152.0|156.0|0.62|4643487.319|||
10021|353070 Mogi Guaçu|2005|353070|Mogi Guaçu|31490|36984|52441|12972|66860|67027|133887|251089.4|6242.59||127031.08|826.83|||||20.0|103.0|123.0|103.0|122.0|123.0|0.33|2471316.746|||
10022|353080 Mogi Mirim|2005|353080|Mogi Mirim|19273|22775|34404|9484|42634|43302|85936|318497.1|2256.88||106015.75|312.25|||||16.0|21.0|37.0|31.0|36.0|37.0|0.22|1629485.937|||
10023|353090 Mombuca|2005|353090|Mombuca|881|907|1132|340|1663|1597|3260|1350.15|||5205.67||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|29964.575|||
10024|353100 Monções|2005|353100|Monções|403|520|885|333|1097|1044|2141|1130.93|||2418.92||||||2.0|1.0|3.0|3.0|3.0|3.0|0.0|16456.699|||
10025|353110 Mongaguá|2005|353110|Mongaguá|10890|10691|15459|4795|21166|20669|41835|80141.34|1495.53||50410.92|198.08|||||14.0|5.0|19.0|15.0|18.0|19.0|0.03|242582.452|||
10026|353120 Monte Alegre do Sul|2005|353120|Monte Alegre do Sul|1469|1712|2762|959|3494|3408|6902|1703.91|302.0||5820.33|40.0|||||5.0|0.0|5.0|4.0|4.0|5.0|0.01|77398.599|||
10027|353130 Monte Alto|2005|353130|Monte Alto|9848|12027|18472|5835|22942|23240|46182|63089.67|997.49||58907.5|169.0|||||20.0|97.0|117.0|114.0|116.0|117.0|0.08|589134.566|||
10028|353140 Monte Aprazível|2005|353140|Monte Aprazível|4161|5257|8187|2988|10242|10351|20593|13393.32|37.45||11619.0|13.67|||||9.0|11.0|20.0|11.0|19.0|20.0|0.03|246473.73|||
10029|353150 Monte Azul Paulista|2005|353150|Monte Azul Paulista|4566|5211|7559|2313|9860|9789|19649|21129.53|428.46||17161.92|56.75|||||4.0|7.0|11.0|10.0|11.0|11.0|0.02|162373.917|||
10030|353160 Monte Castelo|2005|353160|Monte Castelo|824|1048|1639|654|2081|2084|4165|105.83|||5894.17||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|27308.849|||
10031|353180 Monte Mor|2005|353180|Monte Mor|12110|12836|15992|3408|22218|22128|44346|51954.86|2348.17||44776.17|364.0|||||11.0|8.0|19.0|13.0|17.0|19.0|0.18|1309602.729|||
10032|353170 Monteiro Lobato|2005|353170|Monteiro Lobato|959|1039|1490|475|2053|1910|3963|609.72|||5314.83||||||3.0|0.0|3.0|3.0|3.0|3.0|0.0|26885.441|||
10033|353190 Morro Agudo|2005|353190|Morro Agudo|7656|8192|9883|2220|14279|13672|27951|29883.87|0.0||31512.58|0.0|||||10.0|4.0|14.0|11.0|12.0|14.0|0.07|521539.066|||
10034|353200 Morungaba|2005|353200|Morungaba|2782|3106|4181|1050|5606|5513|11119|24287.07|720.4||10199.5|95.42|||||5.0|4.0|9.0|6.0|8.0|9.0|0.03|196375.207|||
10035|353205 Motuca|2005|353205|Motuca|1027|1203|1568|381|2126|2053|4179|417.46|||4682.75||||||3.0|0.0|3.0|3.0|3.0|3.0|0.01|98298.556|||
10036|353210 Murutinga do Sul|2005|353210|Murutinga do Sul|808|898|1762|704|2112|2060|4172|3283.0|||2993.42||||||3.0|1.0|4.0|3.0|3.0|4.0|0.0|29953.107|||
10037|353215 Nantes|2005|353215|Nantes|692|722|902|236|1298|1254|2552|736.69|9.13||2444.0|3.33|||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|33888.417|||
10038|353220 Narandiba|2005|353220|Narandiba|1096|1127|1501|392|2075|2041|4116|684.63|||6551.58||||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|28491.419|||
10039|353230 Natividade da Serra|2005|353230|Natividade da Serra|1709|1667|2546|1036|3681|3277|6958|2183.64|494.52||6355.75|65.5|||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|27041.763|||
10040|353240 Nazaré Paulista|2005|353240|Nazaré Paulista|3916|4243|5732|1903|8136|7658|15794|12502.32|268.65||8033.5|35.58|||||2.0|1.0|3.0|3.0|3.0|3.0|0.02|157152.938|||
10041|353250 Neves Paulista|2005|353250|Neves Paulista|1622|2252|3712|1444|4519|4511|9030|5276.81|||11035.25||||||3.0|4.0|7.0|6.0|7.0|7.0|0.01|78606.967|||
10042|353260 Nhandeara|2005|353260|Nhandeara|1958|2548|4493|1701|5274|5426|10700|23791.45|1013.59||15541.08|134.25|||||5.0|10.0|15.0|12.0|15.0|15.0|0.01|90474.745|||
10043|353270 Nipoã|2005|353270|Nipoã|899|1111|1407|458|2005|1870|3875|799.1|2.97||3249.75|1.08|||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|36972.032|||
10044|353280 Nova Aliança|2005|353280|Nova Aliança|1221|1331|2091|828|2715|2756|5471|1040.44|||9331.67||||||2.0|0.0|2.0|2.0|2.0|2.0|0.01|40069.967|||
10045|353282 Nova Campina|2005|353282|Nova Campina|2675|2293|2598|539|4174|3931|8105|459.17|302.0||3530.67|40.0|||||3.0|0.0|3.0|2.0|2.0|3.0|0.01|83084.241|||
10046|353284 Nova Canaã Paulista|2005|353284|Nova Canaã Paulista|427|521|977|416|1216|1125|2341|746.79|||3145.75||||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|15441.743|||
10047|353286 Nova Castilho|2005|353286|Nova Castilho|255|248|434|147|547|537|1084|0.0|||309.75||||||||||||0.0|12057.968|||
10048|353290 Nova Europa|2005|353290|Nova Europa|2188|2394|3131|817|4302|4228|8530|2628.45|||10496.58||||||4.0|1.0|5.0|5.0|5.0|5.0|0.01|85300.363|||
10049|353300 Nova Granada|2005|353300|Nova Granada|4330|5005|6900|2309|9327|9217|18544|10721.51|1148.91||20066.92|152.92|||||4.0|4.0|8.0|7.0|8.0|8.0|0.02|121565.583|||
10050|353310 Nova Guataporanga|2005|353310|Nova Guataporanga|453|527|842|359|1097|1084|2181|14.17|||1877.83||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|9621.129|||
10051|353320 Nova Independência|2005|353320|Nova Independência|682|713|941|308|1345|1299|2644|198.73|10.96||1763.17|4.0|||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|18855.198|||
10052|353330 Nova Luzitânia|2005|353330|Nova Luzitânia|750|888|1189|351|1675|1503|3178|11.57|||895.42||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|14537.559|||
10053|353340 Nova Odessa|2005|353340|Nova Odessa|11287|13054|19161|4379|23745|24136|47881|39080.73|692.93||32268.5|93.0|||||8.0|12.0|20.0|15.0|18.0|20.0|0.11|833219.626|||
10054|353325 Novais|2005|353325|Novais|1156|1119|1303|446|2131|1893|4024|3121.37|0.0||5480.0|0.0|||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|34742.636|||
10055|353350 Novo Horizonte|2005|353350|Novo Horizonte|7937|9077|13813|4533|17622|17738|35360|45247.23|377.5||20568.42|50.0|||||7.0|25.0|32.0|13.0|32.0|32.0|0.04|325484.378|||
10056|353360 Nuporanga|2005|353360|Nuporanga|1554|1741|2632|791|3382|3336|6718|4801.44|0.0||7023.5|0.0|||||5.0|8.0|13.0|12.0|12.0|13.0|0.02|123462.46|||
10057|353370 Ocauçu|2005|353370|Ocauçu|1044|1084|1605|522|2200|2055|4255|48.33|||2085.42||||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|31562.446|||
10058|353380 Óleo|2005|353380|Óleo|664|658|1139|427|1470|1418|2888|832.62|||3150.17||||||3.0|0.0|3.0|3.0|3.0|3.0|0.0|24409.554|||
10059|353390 Olímpia|2005|353390|Olímpia|10938|13106|18843|6271|24302|24856|49158|69491.38|1219.23||45526.0|165.42|||||13.0|29.0|42.0|39.0|42.0|42.0|0.09|663718.753|||
10060|353400 Onda Verde|2005|353400|Onda Verde|942|989|1405|403|1913|1826|3739|1716.61|37.45||5727.25|13.67|||||3.0|0.0|3.0|2.0|3.0|3.0|0.02|113859.272|||
10061|353410 Oriente|2005|353410|Oriente|1297|1592|2349|851|3000|3089|6089|1204.25|252.92||6268.5|33.5|||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|31625.969|||
10062|353420 Orindiúva|2005|353420|Orindiúva|1330|1485|1832|412|2599|2460|5059|2099.72|||5264.92||||||1.0|1.0|2.0|2.0|2.0|2.0|0.02|130254.694|||
10063|353430 Orlândia|2005|353430|Orlândia|9099|10564|15210|3933|19158|19648|38806|40476.21|0.0||22919.75|0.0|||||11.0|40.0|51.0|49.0|50.0|51.0|0.12|898228.826|||
10064|353440 Osasco|2005|353440|Osasco|169233|190278|260855|54051|326297|348120|674417|1312547.58|19340.37||508840.5|2727.33|||||53.0|77.0|130.0|97.0|127.0|130.0|2.63|19508747.242|||
10065|353450 Oscar Bressane|2005|353450|Oscar Bressane|525|621|1033|421|1252|1348|2600|870.08|4.8||3752.67|1.75|||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|28145.937|||
10066|353460 Osvaldo Cruz|2005|353460|Osvaldo Cruz|6334|7741|12243|4656|15426|15548|30974|46467.46|836.75||36603.75|115.5|||||7.0|11.0|18.0|17.0|17.0|18.0|0.04|292632.595|||
10067|353470 Ourinhos|2005|353470|Ourinhos|24150|26499|38950|11211|49215|51595|100810|383030.94|3001.12||122683.33|397.5|||||23.0|119.0|142.0|127.0|140.0|142.0|0.17|1285576.349|||
10068|353480 Ouro Verde|2005|353480|Ouro Verde|1883|2045|2752|972|3826|3826|7652|1509.54|||7213.5||||||3.0|0.0|3.0|3.0|3.0|3.0|0.01|50874.519|||
10069|353475 Ouroeste|2005|353475|Ouroeste|1718|2072|2833|932|3767|3788|7555|5353.35|41.1||6954.25|15.0|||||3.0|0.0|3.0|3.0|3.0|3.0|0.01|97086.786|||
10070|353490 Pacaembu|2005|353490|Pacaembu|2588|3647|5011|1923|7299|5870|13169|14535.29|714.73||16087.0|94.67|||||5.0|7.0|12.0|11.0|11.0|12.0|0.01|64999.495|||
10071|353500 Palestina|2005|353500|Palestina|2151|2641|3934|1613|5191|5148|10339|2108.25|||8106.0||||||2.0|3.0|5.0|4.0|5.0|5.0|0.01|77933.918|||
10072|353510 Palmares Paulista|2005|353510|Palmares Paulista|2829|3040|3386|698|5205|4748|9953|1332.81|||7374.17||||||2.0|2.0|4.0|3.0|4.0|4.0|0.01|51518.691|||
10073|353520 Palmeira d'Oeste|2005|353520|Palmeira d'Oeste|2052|2373|4111|1619|5114|5041|10155|49864.61|||10074.25||||||4.0|2.0|6.0|6.0|6.0|6.0|0.01|63130.012|||
10074|353530 Palmital|2005|353530|Palmital|4781|5189|8427|3015|10532|10880|21412|49012.93|2218.3||27627.17|297.0|||||7.0|6.0|13.0|11.0|12.0|13.0|0.03|243667.354|||
10075|353540 Panorama|2005|353540|Panorama|3929|3844|5218|1455|7294|7152|14446|8005.01|28.54||8159.42|10.42|||||2.0|1.0|3.0|3.0|3.0|3.0|0.01|88838.709|||
10076|353550 Paraguaçu Paulista|2005|353550|Paraguaçu Paulista|10356|11262|15633|4652|20951|20952|41903|108746.11|3325.77||94310.17|440.5|||||15.0|28.0|43.0|40.0|42.0|43.0|0.06|413441.252|||
10077|353560 Paraibuna|2005|353560|Paraibuna|4578|4653|6472|1881|8969|8615|17584|6150.86|||13254.67||||||9.0|2.0|11.0|11.0|11.0|11.0|0.02|115940.47|||
10078|353570 Paraíso|2005|353570|Paraíso|1371|1480|2208|739|2998|2800|5798|2605.57|158.23||7791.08|57.75|||||1.0|1.0|2.0|2.0|2.0|2.0|0.01|67118.52|||
10079|353580 Paranapanema|2005|353580|Paranapanema|4734|4737|6080|1523|8747|8327|17074|12569.48|262.36||9258.75|34.75|||||4.0|2.0|6.0|5.0|5.0|6.0|0.02|142411.689|||
10080|353590 Paranapuã|2005|353590|Paranapuã|858|956|1469|526|1947|1862|3809|190.67|||4132.42||||||1.0|1.0|2.0|2.0|2.0|2.0|0.0|21138.177|||
10081|353600 Parapuã|2005|353600|Parapuã|2393|2774|4338|1703|5689|5519|11208|11293.98|||11792.17||||||2.0|1.0|3.0|3.0|3.0|3.0|0.01|100220.197|||
10082|353610 Pardinho|2005|353610|Pardinho|1463|1370|1905|551|2714|2575|5289|5589.79|||4417.75||||||2.0|1.0|3.0|2.0|2.0|3.0|0.01|74666.044|||
10083|353620 Pariquera-Açu|2005|353620|Pariquera-Açu|4977|5244|6286|1953|9213|9247|18460|293361.11|||36832.17||||||8.0|1.0|9.0|9.0|9.0|9.0|0.02|133605.46|||
10084|353625 Parisi|2005|353625|Parisi|412|502|825|296|1061|974|2035|579.09|||2659.08||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|17440.962|||
10085|353630 Patrocínio Paulista|2005|353630|Patrocínio Paulista|3311|3315|4594|1291|6390|6121|12511|13702.12|||11102.83||||||5.0|2.0|7.0|6.0|7.0|7.0|0.03|221865.315|||
10086|353640 Paulicéia|2005|353640|Paulicéia|1623|1639|2142|567|3093|2878|5971|43.75|||3231.33||||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|32585.492|||
10087|353650 Paulínia|2005|353650|Paulínia|16995|20000|26936|4950|34316|34565|68881|264208.88|6505.06||113673.75|862.5|||||19.0|24.0|43.0|32.0|41.0|43.0|1.25|9262967.482|||
10088|353657 Paulistânia|2005|353657|Paulistânia|434|490|685|209|955|863|1818|55.92|||1533.92||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|20389.818|||
10089|353660 Paulo de Faria|2005|353660|Paulo de Faria|2108|2299|3262|1051|4337|4383|8720|3974.55|||4924.5||||||1.0|2.0|3.0|3.0|3.0|3.0|0.01|93397.802|||
10090|353670 Pederneiras|2005|353670|Pederneiras|10365|10838|14730|4086|20151|19868|40019|79021.76|0.0||41867.58|0.0|||||9.0|8.0|17.0|16.0|17.0|17.0|0.11|842918.204|||
10091|353680 Pedra Bela|2005|353680|Pedra Bela|1355|1542|2189|737|3045|2778|5823|311.23|||3961.67||||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|29497.511|||
10092|353690 Pedranópolis|2005|353690|Pedranópolis|513|673|1111|403|1388|1312|2700|152.52|||3457.58||||||3.0|0.0|3.0|3.0|3.0|3.0|0.0|24719.452|||
10093|353700 Pedregulho|2005|353700|Pedregulho|4044|4477|5603|1575|8003|7696|15699|28452.98|13.47||12898.0|4.92|||||7.0|3.0|10.0|8.0|10.0|10.0|0.06|449454.789|||
10094|353710 Pedreira|2005|353710|Pedreira|8865|10964|15385|4155|19495|19874|39369|69003.59|906.0||23507.17|120.0|||||8.0|9.0|17.0|15.0|17.0|17.0|0.06|481414.164|||
10095|353715 Pedrinhas Paulista|2005|353715|Pedrinhas Paulista|704|718|1212|332|1475|1491|2966|2327.71|||4162.25||||||3.0|0.0|3.0|2.0|2.0|3.0|0.0|34244.405|||
10096|353720 Pedro de Toledo|2005|353720|Pedro de Toledo|2829|2553|3399|1149|5056|4874|9930|8311.68|560.8||11966.0|76.67|||||5.0|0.0|5.0|5.0|5.0|5.0|0.01|59414.482|||
10097|353730 Penápolis|2005|353730|Penápolis|12941|14841|22595|7520|28299|29598|57897|173944.16|3815.9||84743.5|505.42|||||16.0|65.0|81.0|77.0|79.0|81.0|0.09|640354.646|||
10098|353740 Pereira Barreto|2005|353740|Pereira Barreto|6064|6546|9712|3219|12605|12936|25541|22999.32|43.69||8859.42|7.17|||||9.0|3.0|12.0|10.0|10.0|12.0|0.02|160362.966|||
10099|353750 Pereiras|2005|353750|Pereiras|1715|1815|2585|902|3576|3441|7017|1242.82|||7951.08||||||5.0|1.0|6.0|5.0|5.0|6.0|0.01|87581.938|||
10100|353760 Peruíbe|2005|353760|Peruíbe|15265|14514|20332|6903|28105|28909|57014|176501.74|1800.25||75455.83|255.17|||||12.0|7.0|19.0|14.0|18.0|19.0|0.05|371970.374|||
10101|353770 Piacatu|2005|353770|Piacatu|1148|1330|1925|676|2559|2520|5079|391.07|0.0||7201.25|0.0|||||3.0|0.0|3.0|2.0|2.0|3.0|0.01|39665.291|||
10102|353780 Piedade|2005|353780|Piedade|13248|13973|19613|5467|27051|25250|52301|31049.46|2083.8||39717.42|276.0|||||13.0|4.0|17.0|15.0|16.0|17.0|0.05|390476.849|||
10103|353790 Pilar do Sul|2005|353790|Pilar do Sul|6956|7078|9231|2517|13196|12586|25782|20943.25|289.3||22119.5|105.58|||||6.0|2.0|8.0|6.0|7.0|8.0|0.02|158513.171|||
10104|353800 Pindamonhangaba|2005|353800|Pindamonhangaba|35896|39846|52661|11560|69343|70620|139963|417830.38|3259.08||170172.67|431.67|||||24.0|100.0|124.0|112.0|124.0|124.0|0.35|2581867.241|||
10105|353810 Pindorama|2005|353810|Pindorama|3044|3695|5627|2059|7318|7107|14425|7482.36|54.8||12676.08|20.0|||||5.0|0.0|5.0|5.0|5.0|5.0|0.02|118555.953|||
10106|353820 Pinhalzinho|2005|353820|Pinhalzinho|2879|3123|4704|1650|6310|6046|12356|2951.69|137.79||6657.75|18.25|||||3.0|2.0|5.0|5.0|5.0|5.0|0.01|75589.04|||
10107|353830 Piquerobi|2005|353830|Piquerobi|790|877|1431|488|1802|1784|3586|78.75|||3731.08||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|23294.599|||
10108|353850 Piquete|2005|353850|Piquete|3429|3767|5976|1778|7278|7672|14950|12881.1|1202.85||14239.25|206.25|||||3.0|1.0|4.0|4.0|4.0|4.0|0.01|51929.795|||
10109|353860 Piracaia|2005|353860|Piracaia|6067|6552|9372|2810|12489|12312|24801|19621.12|782.4||12752.67|110.0|||||2.0|4.0|6.0|6.0|6.0|6.0|0.02|162616.914|||
10110|353870 Piracicaba|2005|353870|Piracicaba|81913|97097|138078|38154|174507|180735|355242|1457454.4|6742.15||258059.92|893.0|||||73.0|137.0|210.0|162.0|207.0|210.0|1.01|7525686.138|||
10111|353880 Piraju|2005|353880|Piraju|6722|7326|11081|3687|14047|14769|28816|42187.73|727.32||34737.67|96.33|||||11.0|3.0|14.0|13.0|13.0|14.0|0.03|226999.422|||
10112|353890 Pirajuí|2005|353890|Pirajuí|4624|6225|8318|2758|11822|10103|21925|57590.59|0.0||10084.58|0.0|||||8.0|6.0|14.0|12.0|14.0|14.0|0.02|135684.214|||
10113|353900 Pirangi|2005|353900|Pirangi|2186|2675|4227|1481|5399|5170|10569|5644.33|||17312.0||||||3.0|6.0|9.0|8.0|9.0|9.0|0.01|87909.735|||
10114|353910 Pirapora do Bom Jesus|2005|353910|Pirapora do Bom Jesus|4577|4081|4848|940|7201|7245|14446|8470.86|0.0||18448.58|0.0|||||6.0|1.0|7.0|6.0|6.0|7.0|0.03|186340.328|||
10115|353920 Pirapozinho|2005|353920|Pirapozinho|5808|6182|9267|2711|11729|12239|23968|23314.41|1954.19||33651.5|258.83|||||9.0|7.0|16.0|14.0|16.0|16.0|0.02|174096.242|||
10116|353930 Pirassununga|2005|353930|Pirassununga|15737|17938|26861|8529|33936|35129|69065|114008.67|147.27||53168.08|21.42|||||24.0|19.0|43.0|37.0|43.0|43.0|0.12|899580.732|||
10117|353940 Piratininga|2005|353940|Piratininga|2530|3175|4428|1476|5806|5803|11609|40334.86|||12509.75||||||2.0|1.0|3.0|3.0|3.0|3.0|0.01|60470.914|||
10118|353950 Pitangueiras|2005|353950|Pitangueiras|9570|9666|11775|3040|17365|16686|34051|19536.74|1214.92||20316.0|160.92|||||9.0|5.0|14.0|12.0|14.0|14.0|0.05|396916.404|||
10119|353960 Planalto|2005|353960|Planalto|1078|1121|1549|425|2131|2042|4173|884.39|||4416.75||||||1.0|0.0|1.0|1.0|1.0|1.0|0.01|37996.294|||
